ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
ALR000010009,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/10/1998,,,,
ALR000010033,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/17/1998,,,,
ALR000010397,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/09/1999,39000,,,
ALR000010553,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/22/1998,,,,
ALR000010645,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/16/2002,,,,
ALR000010959,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/08/2000,,,,
ALR000011197,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/03/1998,,,,
ALR000011197,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/22/1999,,,,
ALR000011205,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/29/1999,,,,
ALR000011445,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/30/1999,,,,
ALR000011551,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/04/1999,,,,
ALR000011627,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/31/2001,,5000,,
ALR000011858,AL,SFQ,AL835,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/27/1999,,,,
ALR000011916,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/27/1999,,,,
ALR000011924,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/27/1999,,,,
ALR000012005,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/19/2016,,25000,,
ALR000012039,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/20/2002,,,,
ALR000012120,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/09/1999,,,,
ALR000012138,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/15/1999,,,,
ALR000012195,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/20/2001,,,,
ALR000012252,AL,1,AL115,WARNING LETTER,S  ,01/22/2008,,,,
ALR000012252,AL,1,AL115,WARNING LETTER,S  ,09/14/2016,,,,
ALR000012286,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/25/2000,,,,
ALR000012393,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/05/2005,,,,
ALR000012419,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/19/1999,,,,
ALR000012815,AL,1,AL115,WARNING LETTER,S  ,09/17/2014,,,,
ALR000012856,AL,1,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/18/2000,,,,
ALR000012872,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/03/2000,,,,
ALR000013060,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/16/2002,,,,
ALR000013078,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/02/2000,,,,
ALR000013128,AL,1,AL115,WARNING LETTER,S  ,04/29/2009,,,,
ALR000013219,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/31/2000,,,,
ALR000013235,AL,1,AL115,WARNING LETTER,S  ,04/11/2012,,,,
ALR000013250,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/24/2000,,,,
ALR000013425,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/08/2000,,,,
ALR000013433,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/20/2001,,,,
ALR000013920,AL,1,AL115,WARNING LETTER,S  ,01/18/2012,,,,
ALR000013995,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/11/2000,,,,
ALR000014134,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/08/2001,,,,
ALR000014159,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/08/2001,,,,
ALR000014175,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/07/2000,,,,
ALR000014274,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/20/2002,,,,
ALR000014316,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/14/2001,,,,
ALR000014332,AL,1,AL115,WARNING LETTER,S  ,09/12/2008,,,,
ALR000014365,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,04/02/2002,,5000,,
ALR000014431,AL,1,AL115,WARNING LETTER,S  ,08/23/2013,,,,
ALR000014829,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/16/2001,,,,
ALR000015966,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/21/2004,,,,
ALR000016626,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,E  ,07/12/2001,,,,
ALR000017483,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/03/2002,,,,
ALR000018531,AL,1,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,12/06/2005,,,,
ALR000019182,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/15/2005,,,,
ALR000019257,AL,1,AL115,WARNING LETTER,S  ,01/14/2014,,,,
ALR000019356,AL,1,AL115,WARNING LETTER,S  ,03/12/2008,,,,
ALR000019711,AL,1,HQ110,VERBAL INFORMAL,S  ,12/02/2004,,,,
ALR000021592,AL,1,AL115,WARNING LETTER,S  ,04/27/2017,,,,
ALR000022038,AL,1,AL115,WARNING LETTER,S  ,05/12/2008,,,,
ALR000022806,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/17/2001,,,,
ALR000022889,AL,1,AL115,WARNING LETTER,S  ,06/07/2006,,,,
ALR000023101,AL,1,AL141,NOTICE OF NON-COMPLIANCE W/PREV/IS/F/AO,S  ,04/02/2009,,,,
ALR000023143,AL,1,AL115,WARNING LETTER,S  ,07/13/2009,,,,
ALR000023374,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/06/2002,,,,
ALR000024273,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,02/03/2016,,,,
ALR000024273,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,04/29/2016,,35000,,
ALR000024992,AL,1,AL115,WARNING LETTER,S  ,04/12/2011,,,,
ALR000025452,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/23/2009,,,,
ALR000025486,AL,1,AL115,WARNING LETTER,S  ,08/15/2012,,,,
ALR000025486,AL,1,HQ120,WRITTEN INFORMAL ,E  ,05/12/2016,,,,
ALR000025528,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/23/2002,,,,
ALR000025809,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/10/2003,,,,
ALR000025809,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/28/2010,,,,
ALR000026039,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/15/2003,,,,
ALR000026062,AL,1,HQ110,VERBAL INFORMAL,S  ,04/09/2003,,,,
ALR000026120,AL,1,AL115,WARNING LETTER,S  ,02/14/2008,,,,
ALR000026138,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/22/2002,,,,
ALR000026872,AL,1,AL115,WARNING LETTER,S  ,01/23/2014,,,,
ALR000027383,AL,1,AL115,WARNING LETTER,S  ,03/23/2010,,,,
ALR000028555,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/30/2003,,,,
ALR000028704,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/19/2003,,,,
ALR000028787,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/15/2003,,,,
ALR000028787,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/17/2004,6300,,,
ALR000028787,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,11/30/2004,6300,,,
ALR000028787,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/25/2007,,,,
ALR000028787,AL,1,AL432,REFERRAL TO OFFICE OF GENERAL COUNSEL,S  ,08/27/2007,,,,
ALR000028803,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/10/2003,,,,
ALR000028936,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/15/2003,,,,
ALR000028977,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/18/2003,,,,
ALR000029108,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/16/2003,,,,
ALR000029108,AL,1,AL115,WARNING LETTER,S  ,09/09/2009,,,,
ALR000029306,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/01/2003,,,,
ALR000029322,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/27/2003,,,,
ALR000029389,AL,1,AL115,WARNING LETTER,S  ,04/13/2007,,,,
ALR000029462,AL,1,AL115,WARNING LETTER,S  ,01/23/2017,,,,
ALR000029538,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/01/2005,,,,
ALR000029678,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/10/2003,,,,
ALR000029827,AL,1,AL115,WARNING LETTER,S  ,08/03/2007,,,,
ALR000030031,AL,1,AL312,FINAL DETERMINATION-CONSENT ORDER EXECUTED,S  ,04/01/2004,,3200,,
ALR000030239,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/11/2003,,,,
ALR000030338,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/15/2003,,,,
ALR000030528,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/19/2003,,,,
ALR000030536,AL,1,AL115,WARNING LETTER,S  ,08/25/2008,,,,
ALR000031724,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,02/02/2006,,8000,,
ALR000032342,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/20/2005,,,,
ALR000032342,AL,1,AL115,WARNING LETTER,S  ,07/14/2014,,,,
ALR000032730,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/31/2005,,,,
ALR000033100,AL,1,AL115,WARNING LETTER,S  ,12/12/2007,,,,
ALR000033480,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/17/2005,,,,
ALR000033548,AL,1,AL115,WARNING LETTER,S  ,07/13/2010,,,,
ALR000033589,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000033720,AL,1,AL115,WARNING LETTER,S  ,03/02/2015,,,,
ALR000033977,AL,1,AL115,WARNING LETTER,S  ,03/31/2009,,,,
ALR000034082,AL,1,AL115,WARNING LETTER,S  ,02/13/2013,,,,
ALR000034207,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/15/2007,,,,
ALR000034462,AL,1,AL115,WARNING LETTER,S  ,02/04/2008,,,,
ALR000034496,AL,1,AL115,WARNING LETTER,S  ,04/13/2009,,,,
ALR000034561,AL,1,AL115,WARNING LETTER,S  ,06/16/2010,,,,
ALR000034652,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/15/2005,,,,
ALR000034652,AL,1,AL115,WARNING LETTER,S  ,08/01/2007,,,,
ALR000034785,AL,1,AL115,WARNING LETTER,S  ,05/14/2007,,,,
ALR000034801,AL,1,AL115,WARNING LETTER,S  ,04/16/2007,,,,
ALR000035980,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/22/2005,,,,
ALR000036061,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/14/2005,,,,
ALR000036129,AL,1,AL115,WARNING LETTER,S  ,06/27/2006,,,,
ALR000036814,AL,1,AL115,WARNING LETTER,S  ,06/16/2010,,,,
ALR000036897,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,05/24/2010,,,,
ALR000037010,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/17/2005,,,,
ALR000037127,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/03/2005,,,,
ALR000037440,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/12/2006,,,,
ALR000037663,AL,1,AL115,WARNING LETTER,S  ,05/01/2008,,,,
ALR000038893,AL,1,AL115,WARNING LETTER,S  ,07/13/2012,,,,
ALR000038927,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/14/2010,,,,
ALR000038968,AL,1,AL115,WARNING LETTER,S  ,09/22/2006,,,,
ALR000039073,AL,1,AL115,WARNING LETTER,S  ,09/22/2006,,,,
ALR000039230,AL,1,AL115,WARNING LETTER,S  ,10/22/2009,,,,
ALR000039479,AL,1,AL115,WARNING LETTER,S  ,09/06/2006,,,,
ALR000040089,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/09/2009,,90000,,
ALR000040519,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/12/2010,,,,
ALR000040519,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,06/25/2010,,,,
ALR000040881,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/17/2010,,,,
ALR000040998,AL,1,AL115,WARNING LETTER,S  ,04/09/2009,,,,
ALR000041046,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,06/09/2008,,8000,,
ALR000042416,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/17/2007,,,,
ALR000042416,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/17/2007,,,,
ALR000042424,AL,1,AL115,WARNING LETTER,S  ,02/05/2013,,,,
ALR000042689,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/20/2010,,,,
ALR000042879,AL,1,AL115,WARNING LETTER,S  ,10/24/2007,,,,
ALR000043141,AL,1,AL115,WARNING LETTER,S  ,11/06/2007,,,,
ALR000043422,AL,1,AL115,WARNING LETTER,S  ,01/30/2017,,,,
ALR000043851,AL,1,AL115,WARNING LETTER,S  ,05/23/2007,,,,
ALR000043877,AL,1,AL115,WARNING LETTER,S  ,03/11/2008,,,,
ALR000043901,AL,1,AL115,WARNING LETTER,S  ,03/11/2008,,,,
ALR000044131,AL,1,AL115,WARNING LETTER,S  ,06/15/2009,,,,
ALR000044214,AL,1,AL115,WARNING LETTER,S  ,04/22/2008,,,,
ALR000044487,AL,1,AL115,WARNING LETTER,S  ,07/15/2008,,,,
ALR000044495,AL,1,AL115,WARNING LETTER,S  ,06/05/2008,,,,
ALR000044743,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/05/2010,,,,
ALR000044776,AL,1,AL115,WARNING LETTER,S  ,01/25/2012,,,,
ALR000044792,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/17/2016,,,,
ALR000044941,AL,1,AL115,WARNING LETTER,S  ,09/24/2008,,,,
ALR000045450,AL,1,HQ120,WRITTEN INFORMAL ,S  ,11/03/2008,,,,
ALR000045682,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000046037,AL,1,AL115,WARNING LETTER,S  ,05/29/2009,,,,
ALR000046045,AL,1,AL115,WARNING LETTER,S  ,07/24/2013,,,,
ALR000046078,AL,1,HQ110,VERBAL INFORMAL,S  ,03/09/2011,,,,
ALR000046078,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,07/18/2011,,,,
ALR000046243,AL,1,AL115,WARNING LETTER,S  ,12/21/2011,,,,
ALR000046698,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,06/16/2010,,,,
ALR000047241,AL,1,AL115,WARNING LETTER,S  ,04/21/2010,,,,
ALR000047381,AL,1,AL115,WARNING LETTER,S  ,05/26/2010,,,,
ALR000047423,AL,1,AL115,WARNING LETTER,S  ,06/23/2010,,,,
ALR000047829,AL,1,AL115,WARNING LETTER,S  ,08/19/2010,,,,
ALR000047829,AL,1,AL115,WARNING LETTER,S  ,11/29/2016,,,,
ALR000048322,AL,1,AL115,WARNING LETTER,S  ,11/24/2010,,,,
ALR000048876,AL,1,AL115,WARNING LETTER,S  ,06/20/2011,,,,
ALR000049049,AL,1,AL115,WARNING LETTER,S  ,10/29/2015,,,,
ALR000050948,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/04/2013,,,,
ALR000050948,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/09/2013,,4800,,
ALR000051110,AL,1,AL115,WARNING LETTER,S  ,04/10/2012,,,,
ALR000051490,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/16/2012,,,,
ALR000051854,AL,1,AL115,WARNING LETTER,S  ,01/19/2017,,,,
ALR000055863,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/16/2013,,,,
ALR000056549,AL,1,AL115,WARNING LETTER,S  ,03/29/2017,,,,
ALR000056598,AL,1,AL115,WARNING LETTER,S  ,03/06/2014,,,,
ALR000057372,AL,1,AL115,WARNING LETTER,S  ,04/18/2016,,,,
ALR000057976,AL,1,AL115,WARNING LETTER,S  ,09/11/2014,,,,
ALR000058198,AL,1,AL115,WARNING LETTER,S  ,04/11/2017,,,,
ALR000058933,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/01/2015,,,,
ALR000059063,AL,1,AL115,WARNING LETTER,S  ,08/04/2015,,,,
ALR000059345,AL,1,AL115,WARNING LETTER,S  ,10/14/2015,,,,
ALR000059741,AL,1,AL115,WARNING LETTER,S  ,03/07/2016,,,,
ALR000060087,AL,1,AL115,WARNING LETTER,S  ,04/11/2016,,,,
ALR000060616,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,08/08/2016,,,,
ALR000060616,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,11/09/2016,,5500,,
ALR000060731,AL,1,AL115,WARNING LETTER,S  ,08/24/2016,,,,
ALR000061036,AL,1,AL115,WARNING LETTER,S  ,12/12/2016,,,,
ALR000061457,AL,1,AL115,WARNING LETTER,S  ,11/20/2017,,,,
ALR000061671,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,05/09/2017,,,,
ALR000063792,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/04/2019,,,,
ALR000063818,AL,1,AL115,WARNING LETTER,S  ,10/29/2018,,,,
AL0000005819,AL,1,AL115,WARNING LETTER,S  ,01/12/2011,,,,
AL0000028639,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/24/2003,,,,
AL0000050310,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/03/2005,,,,
AL0000063693,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/11/1994,,,,
AL0000077024,AL,1,AL213,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/15/2005,,,,
AL0000107748,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/30/1993,,,,
AL0000131409,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/07/2000,,,,
AL0000145284,AL,1,AL115,WARNING LETTER,S  ,11/08/2007,,,,
AL0000262626,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,06/26/2003,,,,
AL0000262634,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/02/1995,,,,
AL0000262659,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/20/2002,,,,
AL0000266569,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
AL0000324764,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/26/1997,,,,
AL0000359224,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/19/1996,,,,
AL0000359224,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/26/1997,,,,
AL0000486142,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/30/2003,,,,
AL0000593061,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/05/2002,,,,
AL0000593061,AL,1,HQ810,STATE TO EPA ADMINISTRATIVE REFERRAL,S  ,01/15/2003,,,,
AL0000593087,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1996,,,,
AL0000859421,AL,1,AL115,WARNING LETTER,S  ,02/01/2007,,,,
AL0000870840,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/31/1996,,,,
AL0000877936,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/21/1996,,,,
AL0000881755,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/09/1994,,,,
AL0000942292,AL,1,AL115,WARNING LETTER,S  ,05/11/2007,,,,
AL0000989541,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/23/2003,,,,
AL0000998013,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/05/2001,,,,
AL0000998013,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/18/1995,15000,,,
AL0002006476,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/06/2007,,,,
AL1800013863,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/12/2004,,,,
AL1800013863,AL,16,HQ120,WRITTEN INFORMAL ,E  ,11/25/1986,,,,
AL1800013863,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/25/1987,,,,
AL1800013863,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/13/1991,,,,
AL1800013863,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/24/1992,,,,
AL2210090039,AL,1,AL115,WARNING LETTER,S  ,05/13/2008,,,,
AL2640006746,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/10/2003,,,,
AL2640090005,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/14/2002,,,,
AL2640090005,AL,1,AL115,WARNING LETTER,S  ,07/31/2012,,,,
AL2690320435,AL,120,HQ120,WRITTEN INFORMAL ,S  ,05/14/1992,,,,
AL3210020027,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/29/2002,,,,
AL3210020027,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/30/2006,,,,
AL3210020027,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/28/2006,,,,
AL3210020027,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/29/2008,,,,
AL3210020027,AL,1,AL115,WARNING LETTER,S  ,05/07/2009,,,,
AL3210020027,AL,1,HQ120,WRITTEN INFORMAL ,S  ,03/30/2010,,,,
AL3210020027,AL,2,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,12/12/2007,,49600,,
AL3210020027,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/12/1985,,,,
AL3210020027,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/05/1985,,,,
AL3210020027,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/23/1988,,,,
AL3210020027,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/26/1996,0,,,
AL3640090004,AL,1,AL115,WARNING LETTER,S  ,01/08/2015,,,,
AL3640090004,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,01/30/1997,,,,
AL3690307910,AL,1,AL115,WARNING LETTER,S  ,03/06/2008,,,,
AL3690307910,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/10/1998,,,,
AL4210020562,AL,8,HQ120,WRITTEN INFORMAL ,S  ,03/25/1987,,,,
AL4210020562,AL,14,HQ120,WRITTEN INFORMAL ,S  ,07/03/1987,,,,
AL4210020562,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/12/1992,,,,
AL4210020562,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1995,,,,
AL4640006652,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/24/2008,,,,
AL6210020776,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/07/2011,,,,
AL6210020776,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,01/06/2012,,31000,,
AL6210020776,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/23/2000,,,,
AL7210020742,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/16/1988,,,,
AL7210020742,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/26/1994,,,,
AL7210020742,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/19/1997,,,,
AL9210090040,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/10/2004,,,,
ALD000608216,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/13/2005,,,,
ALD000608216,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/23/1994,,,,
ALD000622464,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/16/2002,,,,
ALD000622464,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,08/27/2015,,,,
ALD000622464,AL,1,HQ120,WRITTEN INFORMAL ,E  ,05/24/2018,,,,
ALD000622464,AL,10,HQ120,WRITTEN INFORMAL ,E  ,03/12/1986,,,,
ALD000622464,AL,13,HQ120,WRITTEN INFORMAL ,S  ,07/25/1990,,,,
ALD000622464,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/14/1992,,,,
ALD000622464,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/20/1994,250000,,,
ALD000622464,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/01/1994,,,,
ALD000622464,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/15/1998,,,,
ALD000622852,AL,0,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,11/14/1991,,,,
ALD000622852,AL,1,AL115,WARNING LETTER,S  ,05/17/2006,,,,
ALD000622852,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/18/2000,,,,
ALD000629469,AL,1,AL115,WARNING LETTER,S  ,02/23/2011,,,,
ALD000652677,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/03/1994,,,,
ALD000653022,AL,2,HQ120,WRITTEN INFORMAL ,S  ,06/27/1989,,,,
ALD000653022,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/05/1984,,,,
ALD000653022,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1992,,,,
ALD000653303,AL,1,AL115,WARNING LETTER,S  ,07/19/2007,,,,
ALD000653303,AL,2,HQ120,WRITTEN INFORMAL ,S  ,07/25/1988,,,,
ALD000737288,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/30/1987,,,,
ALD000737288,AL,1,AL115,WARNING LETTER,S  ,07/22/2016,,,,
