ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
ALD008161176,AL,14,FRR,FINANCIAL RECORD REVIEW,S  ,05/24/1990,N  
ALD008161176,AL,16,GME,GROUNDWATER MONITORING EVALUATION,S  ,05/30/1990,N  
ALD008161176,AL,17,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/26/1986,Y  
ALD008161176,AL,17,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/15/1990,Y  
ALD000622845,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/18/1995,N  
ALD000622852,AL,0,NRR,NON-FINANCIAL RECORD REVIEW,E  ,09/01/1991,Y  
ALD000622852,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,12/12/1995,Y  
ALD000622852,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,X  ,06/06/1984,Y  
ALD000622852,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,03/04/1985,N  
ALD000622852,AL,5,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/26/1989,Y  
ALD000622852,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/12/1995,Y  
ALD000622852,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/25/1996,Y  
ALD000622852,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/15/1996,Y  
ALR000036673,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/19/2005,N  
ALR000036681,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/19/2005,N  
ALR000036772,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/08/2005,Y  
ALR000036806,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/10/2005,N  
ALR000036814,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/15/2005,Y  
ALR000036855,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/23/2005,Y  
ALR000036889,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/24/2005,N  
ALR000036947,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/26/2005,Y  
ALR000037119,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/03/2005,Y  
ALR000037127,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/03/2005,Y  
ALR000037150,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/11/2005,N  
ALR000037218,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/12/2005,N  
ALR000037226,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/27/2005,N  
ALR000037242,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/10/2005,N  
ALR000037259,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/18/2005,Y  
ALR000037267,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/17/2005,N  
ALR000037275,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/23/2005,N  
ALR000037408,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/18/2005,N  
ALR000037408,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/14/2005,N  
ALR000037432,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/19/2005,N  
ALR000037440,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/18/2005,Y  
ALR000037556,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,09/08/2005,N  
ALR000037812,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/01/2005,N  
ALR000035709,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/17/2005,N  
ALR000035840,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/16/2005,N  
ALR000035857,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/16/2005,N  
ALR000035865,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/16/2005,N  
ALR000035881,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/17/2005,Y  
ALR000035915,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/18/2005,Y  
ALR000035915,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/01/2005,Y  
ALR000035923,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/29/2005,N  
ALR000035931,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/01/2005,N  
ALR000015339,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/2001,N  
ALR000015552,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/2001,Y  
ALR000015552,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/27/2001,Y  
ALR000015552,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/30/2001,Y  
ALR000015560,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/08/2001,N  
ALR000015651,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/20/2002,N  
ALR000015651,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/15/2003,N  
ALR000015826,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/19/2004,Y  
ALR000015826,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/13/2004,Y  
ALR000015966,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/21/2004,Y  
ALR000015966,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/20/2004,Y  
ALR000036103,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/2005,Y  
ALR000036103,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/29/2005,N  
ALR000036111,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/2005,Y  
ALR000036160,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,04/21/2005,N  
ALR000036178,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/06/2005,N  
ALR000016170,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/08/2004,Y  
ALR000016196,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/2001,N  
ALR000016204,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/2001,N  
ALR000016246,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/09/2002,N  
ALR000016261,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/29/2002,Y  
ALR000016261,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,01/29/2002,Y  
ALR000016261,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/2002,Y  
ALR000016261,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/15/2006,Y  
ALR000016303,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/31/2001,Y  
ALR000014308,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/21/2001,Y  
ALR000014308,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/05/2001,Y  
ALR000014308,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/26/2001,Y  
ALR000014308,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/15/2001,Y  
ALR000014316,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/14/2001,Y  
ALR000014324,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/14/2001,Y  
ALR000014324,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/07/2001,Y  
ALR000014324,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/14/2001,Y  
ALR000014332,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/17/2001,N  
ALR000014332,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/23/2003,Y  
ALD000772137,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,02/03/2000,N  
ALD981868466,AL,4,FRR,FINANCIAL RECORD REVIEW,S  ,01/04/1989,N  
ALD981868466,AL,5,GME,GROUNDWATER MONITORING EVALUATION,S  ,02/23/1989,N  
ALD981868466,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,07/27/1988,N  
ALD981868466,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/21/1989,Y  
ALD981868466,AL,7,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/28/1989,N  
ALD981868466,AL,8,FRR,FINANCIAL RECORD REVIEW,S  ,07/16/1990,N  
ALD981868466,AL,9,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/07/1990,Y  
ALD981868466,AL,10,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/25/1990,Y  
ALD981868466,AL,11,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/09/1990,Y  
ALD981868466,AL,14,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/15/1987,N  
ALD981868466,AL,15,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/17/1987,Y  
ALD981868466,AL,16,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/10/1987,Y  
ALD981868466,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/12/1991,Y  
ALD981868466,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,08/20/1991,N  
ALD981868466,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/12/1992,Y  
ALD981868466,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,07/30/1992,N  
ALD000772301,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/09/1998,Y  
ALD000773432,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/1985,Y  
ALD000773432,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/25/1991,N  
ALD000776658,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/1989,N  
ALD000776658,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/24/1991,N  
ALD000776658,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/17/1995,N  
ALD000776658,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/09/1997,N  
ALD000776807,AL,3,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/20/1987,Y  
ALD000776807,AL,4,FRR,FINANCIAL RECORD REVIEW,S  ,05/20/1987,N  
ALD000776807,AL,5,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,08/06/1987,N  
ALD000776807,AL,6,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/21/1988,N  
ALD000776807,AL,7,FRR,FINANCIAL RECORD REVIEW,S  ,05/02/1988,Y  
ALD000776807,AL,8,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/20/1988,N  
ALD000776807,AL,9,FRR,FINANCIAL RECORD REVIEW,S  ,04/26/1989,N  
ALD000771949,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/16/2000,N  
ALD000771949,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/2000,N  
ALD000771949,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/06/2000,N  
ALD000771949,AL,SFR,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/07/1996,N  
ALD000771949,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/17/1996,N  
ALD000771949,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/24/1996,N  
ALD981865728,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/01/1996,Y  
ALD981865728,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/02/1996,Y  
ALD981866940,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/1989,N  
ALD981866940,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/27/1993,Y  
ALD981866940,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/17/1998,N  
ALD981866999,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/25/1992,N  
ALD981026677,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/09/2001,Y  
ALD981026677,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/20/2005,Y  
ALD981026677,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/09/2005,Y  
ALD981026677,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/01/2006,Y  
ALD981026677,AL,2,FRR,FINANCIAL RECORD REVIEW,S  ,04/26/1989,N  
ALD981026677,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/23/1989,N  
ALD981026677,AL,5,FRR,FINANCIAL RECORD REVIEW,S  ,05/24/1990,N  
ALD981026677,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/22/1990,Y  
ALD981026677,AL,8,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/1987,Y  
ALD981026677,AL,11,FRR,FINANCIAL RECORD REVIEW,E  ,08/15/1990,N  
ALD981026677,AL,SAK,FRR,FINANCIAL RECORD REVIEW,S  ,06/09/1993,N  
ALD981026677,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/13/1988,Y  
ALD981026677,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/25/1991,Y  
ALD981026677,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/06/1991,N  
ALD981026677,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,07/08/1992,N  
ALD981867062,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,07/07/1995,N  
ALD981867062,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/24/1995,N  
ALD981867062,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/12/1997,N  
ALD981867062,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/14/1998,Y  
ALD981867062,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/13/1998,Y  
ALD981867062,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/29/1999,N  
ALD981867112,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/20/1995,Y  
ALD981867112,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/06/1996,Y  
ALD981867518,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/20/1997,Y  
ALD981867518,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1997,Y  
ALD981867617,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/27/1989,N  
ALD981868177,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/04/1998,N  
ALD981868185,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/29/1998,N  
ALD981860539,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,E  ,02/07/2001,N  
ALD981860539,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/2001,N  
ALD981860539,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/13/2002,Y  
ALD033354069,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,01/08/2001,N  
ALD033354069,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/12/1989,N  
ALD033354069,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/20/2000,N  
ALD033354069,AL,3,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/14/1989,N  
ALD033354069,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/07/1992,Y  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/23/1993,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/1993,N  
ALD033354069,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/23/1993,N  
ALD008188708,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/05/2005,N  
ALD008188708,AL,1,FRR,FINANCIAL RECORD REVIEW,C  ,02/27/2006,N  
ALD008188708,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/15/2006,N  
ALD008188708,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/17/1988,N  
ALD008188708,AL,3,NRR,NON-FINANCIAL RECORD REVIEW,X  ,03/12/1984,Y  
ALD008188708,AL,3,FRR,FINANCIAL RECORD REVIEW,S  ,08/19/1988,N  
ALD008188708,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/31/1988,N  
ALD005346432,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/06/2002,N  
ALD005346432,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/05/1989,Y  
ALD005346432,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/20/1992,Y  
ALD005346432,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/14/1997,Y  
ALD005346432,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/03/1997,Y  
ALD005346432,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/06/1997,Y  
ALD005346432,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/13/1998,N  
ALD005346432,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/28/1999,N  
ALD005557004,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,05/02/1988,Y  
ALD005557004,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2005,N  
ALD005557004,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/30/1988,N  
ALD005557004,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/18/1988,N  
ALD005557004,AL,4,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/20/1988,N  
ALD005557004,AL,5,FRR,FINANCIAL RECORD REVIEW,S  ,04/26/1989,N  
ALD008188708,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/09/1992,N  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/21/1992,N  
ALD008188708,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,08/10/1992,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/27/1992,N  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/07/1993,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/23/1994,N  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,07/15/1994,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/07/1994,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/09/1995,Y  
ALD008188708,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,11/14/1995,N  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/31/1996,N  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,07/16/1996,Y  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/23/1996,Y  
ALD008188708,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/31/1997,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/05/1997,N  
ALD008188708,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/03/1997,N  
ALD008188708,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/03/1997,N  
ALD008185407,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/03/1998,N  
ALD008185407,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/14/1998,N  
ALD004034138,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/17/1998,Y  
ALD004034278,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/19/1987,N  
ALD004034278,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1996,N  
ALD004303806,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/08/1989,Y  
ALD004303806,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/17/2003,Y  
ALD004303806,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/15/1990,N  
ALD004303806,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/10/1997,N  
ALD004382925,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/19/1988,Y  
ALD004382925,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/26/1989,N  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/30/1995,N  
ALD004019048,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,04/19/1995,N  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/07/1995,N  
ALD004019048,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/30/1995,N  
ALD004019048,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,11/16/1995,N  
ALD004019048,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/06/1996,Y  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/25/1996,Y  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/29/1996,Y  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/30/1996,Y  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/1996,Y  
ALD004019048,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/18/1996,Y  
ALD004488169,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,06/08/1992,Y  
ALD004488169,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/25/1989,Y  
ALR000023317,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/14/2007,Y  
ALD982109548,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/20/2008,Y  
ALD982105892,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/05/2007,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/19/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/27/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/29/1998,N  
ALD004002077,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/02/1998,N  
ALD004002077,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/03/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/17/1998,Y  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/18/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/19/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/02/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/03/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/07/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/08/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/10/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/11/1998,N  
ALD004002077,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/14/1998,N  
ALD004000790,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/22/1998,N  
ALD004000790,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,12/09/1998,N  
ALD004000790,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/15/1999,N  
ALD004000790,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/21/1999,Y  
ALD004000790,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/13/1999,N  
ALD001221902,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/14/1998,N  
ALD001221902,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/22/1998,N  
ALD001221902,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,01/13/1999,N  
ALD000771949,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/01/1991,Y  
ALD000771949,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,09/30/1991,N  
ALD000771949,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/11/1992,N  
